1 3 0	1 -1 0	-2 -1 0	
0.92557772951351 2.66892959944582 0	0.647446642631347 -0.861208799003286 0	-1.50349160042423 -0.925186200830357 0	
0.924905168142084 2.66603669614478 0	0.644153211713687 -0.860020864676421 0	-1.49887039074859 -0.924501441263153 0	
0.924228832459251 2.66312941734166 0	0.64083851148352 -0.858827609257469 0	-1.49421976369876 -0.92381255143452 0	
0.923548706615117 2.66020772799931 0	0.637502386130279 -0.85762903253207 0	-1.48953951262411 -0.923119505334494 0	
0.922864774597692 2.65727159279273 0	0.634144677053731 -0.856425134485507 0	-1.48482942726536 -0.922422276487776 0	
0.922177020230995 2.65432097610679 0	0.630765222794527 -0.855215915310817 0	-1.48008929366633 -0.92172083794168 0	
0.92148542717309 2.65135584203352 0	0.627363858962474 -0.854001375417297 0	-1.47531889408282 -0.921015162253609 0	
0.920789978914123 2.64837615436958 0	0.623940418162412 -0.852781515439299 0	-1.47051800688852 -0.920305221478158 0	
0.920090658774331 2.64538187661377 0	0.620494729917612 -0.851556336245377 0	-1.46568640647767 -0.919590987153702 0	
0.919387449901969 2.64237297196432 0	0.61702662059058 -0.850325838947832 0	-1.46082386316461 -0.91887243028853 0	
0.918680335271288 2.63934940331625 0	0.613535913301154 -0.849090024912646 0	-1.45593014307982 -0.918149521346455 0	
0.917969297680415 2.63631113325871 0	0.610022427841805 -0.847848895769766 0	-1.45100500806248 -0.917422230231909 0	
0.917254319749229 2.63325812407229 0	0.606485980589982 -0.846602453423868 0	-1.44604821554931 -0.916690526274473 0	
0.916535383917198 2.63019033772625 0	0.602926384417437 -0.845350700065542 0	-1.44105951845961 -0.915954378212858 0	
0.915812472441216 2.62710773587575 0	0.599343448596324 -0.844093638182938 0	-1.43603866507623 -0.915213754178236 0	
0.915085567393337 2.62401027985903 0	0.595736978701982 -0.842831270573911 0	-1.4309853989224 -0.914468621676981 0	
0.914354650658552 2.6208979306946 0	0.592106776512249 -0.841563600358662 0	-1.42589945863414 -0.91371894757272 0	
0.913619703932475 2.61777064907835 0	0.588452639903128 -0.840290630992918 0	-1.42078057782817 -0.912964698067707 0	
0.912880708719031 2.61462839538066 0	0.584774362740684 -0.839012366281699 0	-1.41562848496503 -0.912205838683465 0	
0.912137646328091 2.61147112964345 0	0.581071734768962 -0.837728810393631 0	-1.41044290320717 -0.91144233424065 0	
0.91139049787308 2.60829881157725 0	0.577344541493771 -0.836439967875911 0	-1.40522355027193 -0.910674148838143 0	
0.910639244268524 2.60511140055811 0	0.573592564062125 -0.835145843669909 0	-1.39997013827896 -0.909901245831288 0	
0.909883866227613 2.60190885562465 0	0.569815579137168 -0.833846443127461 0	-1.39468237359207 -0.909123587809239 0	
0.909124344259664 2.59869113547492 0	0.566013358768322 -0.832541772027893 0	-1.38935995665505 -0.908341136571396 0	
0.908360658667598 2.59545819846333 0	0.562185670256498 -0.831231836595775 0	-1.38400258182122 -0.907553853102858 0	
0.907592789545346 2.59221000259753 0	0.558332276014089 -0.829916643519484 0	-1.37860993717653 -0.906761697548877 0	
0.906820716775232 2.58894650553517 0	0.55445293341952 -0.828596199970608 0	-1.37318170435573 -0.905964629188196 0	
0.906044420025313 2.58566766458071 0	0.550547394666049 -0.827270513624246 0	-1.36771755835145 -0.905162606405297 0	
0.905263878746672 2.58237343668217 0	0.546615406604603 -0.825939592680208 0	-1.36221716731566 -0.904355586661433 0	
0.904479072170674 2.57906377842783 0	0.542656710580319 -0.824603445885222 0	-1.3566801923533 -0.903543526464409 0	
0.903689979306195 2.57573864604294 0	0.538671042262444 -0.823262082556166 0	-1.3511062873076 -0.902726381337052 0	
0.902896578936785 2.5723979953863 0	0.534658131467358 -0.821915512604396 0	-1.34549509853669 -0.901904105784283 0	
0.902098849617802 2.56904178194691 0	0.530617701974243 -0.820563746561218 0	-1.33984626468106 -0.901076653258706 0	
0.901296769673506 2.56566996084049 0	0.52654947133314 -0.819206795604593 0	-1.33415941642146 -0.900243976124675 0	
0.900490317194092 2.56228248680603 0	0.522453150664926 -0.817844671587107 0	-1.32843417622663 -0.899406025620689 0	
0.899679470032712 2.55887931420228 0	0.518328444452805 -0.816477387065333 0	-1.32267015809045 -0.898562751820091 0	
0.8988642058024 2.55546039700415 0	0.5141750503249 -0.815104955330595 0	-1.31686696725783 -0.897714103589913 0	
0.898044501873008 2.55202568879914 0	0.50999265882742 -0.813727390441289 0	-1.31102419993894 -0.896860028547792 0	
0.897220335368055 2.54857514278373 0	0.50578095318793 -0.812344707256791 0	-1.30514144301086 -0.89600047301687 0	
0.896391683161544 2.54510871175969 0	0.501539609068184 -0.810956921473093 0	-1.2992182737063 -0.895135381978471 0	
0.895558521874747 2.54162634813035 0	0.497268294305941 -0.809564049660234 0	-1.2932542592884 -0.894264699022531 0	
0.894720827872902 2.53812800389684 0	0.492966668645134 -0.808166109301675 0	-1.28724895671101 -0.893388366295585 0	
0.893878577261892 2.53461363065428 0	0.488634383453789 -0.806763118835698 0	-1.28120191226356 -0.892506324446139 0	
0.893031745884881 2.53108317958805 0	0.484271081428947 -0.805355097698975 0	-1.27511266119975 -0.891618512567369 0	
0.892180309318866 2.52753660146978 0	0.479876396287885 -0.803942066372433 0	-1.26898072734891 -0.890724868136844 0	
0.891324242871214 2.52397384665349 0	0.475449952444814 -0.802524046429581 0	-1.26280562270933 -0.889825326953193 0	
0.890463521576121 2.52039486507164 0	0.470991364672228 -0.801101060587445 0	-1.25658684702227 -0.888919823069479 0	
0.889598120191033 2.5167996062311 0	0.466500237745968 -0.799673132760247 0	-1.25032388732563 -0.888008288723068 0	
0.888728013193022 2.51318801920912 0	0.461976166073073 -0.798240288116079 0	-1.244016217486 -0.887090654261782 0	
0.887853174775077 2.50956005264922 0	0.457418733301313 -0.796802553136715 0	-1.23766329770784 -0.886166848066067 0	
0.886973578842381 2.50591565475711 0	0.452827511909344 -0.795359955680757 0	-1.23126457401835 -0.885236796466937 0	
0.886089199008505 2.50225477329649 0	0.448202062776243 -0.793912525050417 0	-1.22481947772656 -0.884300423659399 0	
0.885200008591574 2.49857735558483 0	0.443541934729156 -0.792460292062109 0	-1.21832742485501 -0.883357651611041 0	
0.884305980610337 2.49488334848912 0	0.438846664067652 -0.791003289121138 0	-1.2117878155422 -0.882408399965472 0	
0.883407087780226 2.49117269842158 0	0.434115774063305 -0.789541550300802 0	-1.20520003341418 -0.881452585940241 0	
0.882503302509326 2.48744535133531 0	0.429348774432891 -0.788075111426173 0	-1.19856344492299 -0.880490124218829 0	
0.881594596894303 2.48370125271992 0	0.424545160783448 -0.786604010162927 0	-1.19187739864992 -0.879520926836349 0	
0.880680942716285 2.47994034759709 0	0.419704414027357 -0.785128286111595 0	-1.18514122457129 -0.878544903058402 0	
0.879762311436656 2.47616258051614 0	0.414825999765385 -0.783647980907581 0	-1.1783542332841 -0.877561959252702 0	
0.878838674192817 2.47236789554946 0	0.409909367635548 -0.782163138327464 0	-1.17151571518893 -0.876571998752836 0	
0.877910001793878 2.46855623628798 0	0.404953950625376 -0.780673804401968 0	-1.16462493962701 -0.875574921713603 0	
0.8769762647163 2.46472754583666 0	0.399959164345056 -0.779180027536189 0	-1.15768115396842 -0.874570624957327 0	
0.876037433099468 2.46088176680971 0	0.394924406258649 -0.777681858637591 0	-1.15068358264779 -0.873559001810362 0	
0.875093476741211 2.45701884132603 0	0.389849054870388 -0.776179351252387 0	-1.14363142614378 -0.872539941929113 0	
0.874144365093267 2.45313871100448 0	0.384732468862734 -0.774672561711013 0	-1.13652385989826 -0.871513331114671 0	
0.873190067256673 2.44924131695908 0	0.37957398618267 -0.773161549283382 0	-1.12936003317073 -0.870479051115163 0	
0.872230551977113 2.44532659979426 0	0.374372923072316 -0.771646376344742 0	-1.12213906782313 -0.869436979414854 0	
0.871265787640213 2.44139449960003 0	0.369128573039618 -0.770127108553025 0	-1.11486005702957 -0.868386989008823 0	
0.870295742266748 2.43744495594707 0	0.363840205764507 -0.768603815038651 0	-1.10752206390559 -0.867328948162068 0	
0.869320383507817 2.43347790788185 0	0.358507065935464 -0.767076568607827 0	-1.10012412005008 -0.866262720151684 0	
0.868339678639953 2.4294932939217 0	0.353128372010917 -0.765545445960582 0	-1.09266522399349 -0.865188162990635 0	
0.867353594560166 2.42549105204983 0	0.347703314899454 -0.764010527924749 0	-1.08514433954432 -0.864105129131529 0	
0.866362097780945 2.42147111971033 0	0.34223105655214 -0.762471899707406 0	-1.07756039402576 -0.863013465148573 0	
0.865365154425199 2.41743343380305 0	0.336710728459643 -0.760929651165291 0	-1.06991227639333 -0.861913011395754 0	
0.86436273022114 2.41337793067864 0	0.331141430046103 -0.759383877096014 0	-1.06219883522336 -0.860803601639037 0	
0.863354790497106 2.40930454613338 0	0.325522226950831 -0.757834677551958 0	-1.05441887656125 -0.859685062660151 0	
0.86234130017634 2.40521321540403 0	0.319852149188089 -0.756282158179077 0	-1.04657116161724 -0.858557213829246 0	
0.86132222377172 2.40110387316275 0	0.314130189174046 -0.754726430582981 0	-1.03865440429623 -0.857419866643404 0	
0.860297525380439 2.39697645351184 0	0.308355299608915 -0.75316761272505 0	-1.03066726854635 -0.856272824227641 0	
0.859267168678626 2.3928308899786 0	0.302526391200964 -0.751605829351506 0	-1.02260836551005 -0.855115880794638 0	
0.858231116915929 2.38866711551004 0	0.296642330217576 -0.750041212458906 0	-1.0144762504588 -0.853948821058973 0	
0.857189332910072 2.38448506246771 0	0.290701935846854 -0.748473901799786 0	-1.006269419491 -0.85277141960112 0	
0.856141779041346 2.38028466262239 0	0.284703977351399 -0.746904045432746 0	-0.997986305970144 -0.851583440175933 0	
0.855088417247057 2.37606584714886 0	0.278647170993719 -0.745331800321729 0	-0.989625276677327 -0.850384634959566 0	
0.854029209015996 2.37182854662065 0	0.272530176710206 -0.74375733298996 0	-0.981184627649646 -0.849174743728121 0	
0.852964115382808 2.36757269100473 0	0.266351594507902 -0.742180820234642 0	-0.972662579671871 -0.847953492960309 0	
0.851893096922384 2.36329820965619 0	0.260109960554977 -0.74060244990936 0	-0.964057273385398 -0.84672059485551 0	
0.850816113744211 2.35900503131313 0	0.253803742932209 -0.739022421782084 0	-0.955366763973309 -0.845475746257302 0	
0.849733125486725 2.35469308409123 0	0.247431337008456 -0.737440948477801 0	-0.94658901537551 -0.844218627471228 0	
0.848644091311648 2.35036229547862 0	0.240991060398276 -0.735858256516046 0	-0.937721893981477 -0.842948900963975 0	
0.847548969898305 2.34601259233066 0	0.234481147454129 -0.734274587455101 0	-0.928763161741288 -0.841666209929193 0	
0.846447719437974 2.34164390086468 0	0.227899743239082 -0.732690199156429 0	-0.91971046862723 -0.840370176703054 0	
0.84534029762824 2.33725614665491 0	0.221244896918217 -0.731105367184939 0	-0.910561344368847 -0.839060401010086 0	
0.84422666166737 2.3328492546273 0	0.214514554498116 -0.729520386363082 0	-0.90131318937307 -0.837736458016704 0	
0.843106768248735 2.32842314905452 0	0.207706550833232 -0.727935572499723 0	-0.89196326472799 -0.836397896166326 0	
0.841980573555249 2.32397775355094 0	0.200818600805749 -0.726351264318066 0	-0.88250868117352 -0.83504423476571 0	
0.840848033253894 2.31951299106769 0	0.193848289570981 -0.724767825611065 0	-0.872946386904041 -0.833674961287024 0	
0.839709102490319 2.31502878388787 0	0.186793061743195 -0.723185647657497 0	-0.863273154046626 -0.832289528344118 0	
0.838563735883495 2.31052505362174 0	0.179650209376329 -0.721605151937878 0	-0.85348556363293 -0.830887350294062 0	
0.837411887520516 2.30600172120218 0	0.172416858569652 -0.720026793196293 0	-0.843579988852351 -0.829467799406385 0	
0.836253510951497 2.30145870688008 0	0.165089954499164 -0.718451062902971 0	-0.833552576337481 -0.828030201531466 0	
0.835094003027465 2.29691723811167 0	0.157701067909746 -0.716885812948458 0	-0.823446837157684 -0.826580662398297 0	
0.833947577183503 2.29243289508746 0	0.150339488498771 -0.715350461575235 0	-0.813385043510997 -0.825136594346669 0	
0.832815152576961 2.28800906784257 0	0.143010901840022 -0.713846241434651 0	-0.803374991732652 -0.823698999088733 0	
0.831696915879996 2.28364627408338 0	0.13571638270913 -0.712373389093032 0	-0.793418165296316 -0.822267969196367 0	
0.83059304668584 2.27934500258929 0	0.128457001017576 -0.710932128191792 0	-0.783516036286259 -0.820843591702339 0	
0.8295037173863 2.27510571304547 0	0.121233821726715 -0.709522669391498 0	-0.773670065198028 -0.819425948044837 0	
0.828429093054013 2.27092883589271 0	0.114047904762145 -0.708145210323657 0	-0.7638817007431 -0.818015114015064 0	
0.827369331329673 2.26681477219413 0	0.106900304928283 -0.706799935550243 0	-0.754152379657516 -0.816611159707902 0	
0.826324582314424 2.26276389351916 0	0.0997920718230423 -0.705487016530958 0	-0.744483526514528 -0.815214149475786 0	
0.825294988467598 2.25877654184482 0	0.0927242497524954 -0.704206611598279 0	-0.734876553541225 -0.813824141885881 0	
0.824280684509988 2.25485302947442 0	0.0856978776454183 -0.702958865940249 0	-0.725332860439171 -0.812441189680629 0	
0.823281797332841 2.25099363897391 0	0.078713988967592 -0.70174391159103 0	-0.715853834209026 -0.811065339741766 0	
0.822298445912701 2.24719862312568 0	0.0717736116357744 -0.700561867429188 0	-0.706440848979149 -0.809696633057896 0	
0.82133074123229 2.24346820490012 0	0.0648777679312225 -0.69941283918365 0	-0.697095265838148 -0.808335104695651 0	
0.820378786207548 2.23980257744485 0	0.0580274744126776 -0.698296919447335 0	-0.687818432671409 -0.806980783774602 0	
0.819442675620975 2.23620190409161 0	0.0512237418287097 -0.697214187698358 0	-0.678611684001522 -0.805633693445896 0	
0.818522496061385 2.23266631838076 0	0.0444675750293319 -0.696164710328771 0	-0.669476340832607 -0.804293850874741 0	
0.817618325870189 2.22919592410346 0	0.0377599728767989 -0.695148540680741 0	-0.660413710498545 -0.8029612672268 0	
0.816730235094294 2.22579079536137 0	0.0311019281555035 -0.694165719090112 0	-0.651425086515006 -0.801635947658513 0	
0.815858285445716 2.22245097664375 0	0.0244944274808967 -0.693216272937211 0	-0.642511748435313 -0.800317891311431 0	
0.815002530267946 2.21917648292199 0	0.0179384512073543 -0.692300216704814 0	-0.633674961710059 -0.799007091310615 0	
0.814163014509172 2.21596729976125 0	0.0114349733349292 -0.691417552043181 0	-0.624915977550448 -0.797703534767095 0	
0.813339774702352 2.21282338344906 0	0.00498496141492145 -0.690568267841965 0	-0.616236032795325 -0.796407202784469 0	
0.812532838952208 2.20974466114096 0	-0.00141062354578461 -0.689752340308948 0	-0.607636349781835 -0.795118070469657 0	
0.811742226929122 2.20673103102257 0	-0.00775082718166745 -0.688969733055388 0	-0.599118136219665 -0.793836106947817 0	
0.810967949869967 2.20378236248821 0	-0.0140347018668425 -0.688220397187852 0	-0.59068258506883 -0.792561275381462 0	
0.810210010585836 2.20089849633556 0	-0.0202613068146997 -0.687504271406411 0	-0.582330874420907 -0.791293532993774 0	
0.809468403476648 2.19807924497625 0	-0.026429708178934 -0.686821282108959 0	-0.574064167383726 -0.790032831096102 0	
0.808743114552629 2.19532439266202 0	-0.0325389791559941 -0.686171343501543 0	-0.565883611969386 -0.788779115119699 0	
0.808034121462544 2.19263369572616 0	-0.0385882000889631 -0.685554357714501 0	-0.557790340985616 -0.787532324651604 0	
0.807341393528684 2.19000688283986 0	-0.0445764585728839 -0.684970214924234 0	-0.549785471930322 -0.786292393474718 0	
0.806664891788472 2.18744365528317 0	-0.0505028495615313 -0.684418793480372 0	-0.541870106889357 -0.785059249612024 0	
0.806004569042647 2.1849436872301 0	-0.0563664754756271 -0.683899960038227 0	-0.534045332437367 -0.783832815374908 0	
0.805360369909875 2.18250662604766 0	-0.0621664463124884 -0.683413569696242 0	-0.52631221954171 -0.782613007415562 0	
0.804732230887698 2.18013209260821 0	-0.0679018797570921 -0.682959466138278 0	-0.518671823469323 -0.781399736783422 0	
0.80412008041969 2.17781968161482 0	-0.0735719012945311 -0.682537481780532 0	-0.511125183696517 -0.780192908985565 0	
0.803523838968672 2.17556896193929 0	-0.0791756443238371 -0.682147437922834 0	-0.503673323821626 -0.778992424051035 0	
0.802943419095827 2.17337947697214 0	-0.0847122502731228 -0.681789144904167 0	-0.496317251480386 -0.777798176599009 0	
0.802378725545567 2.17125074498434 0	-0.090180868716014 -0.681462402262113 0	-0.489057958264074 -0.776610055910742 0	
0.801829655335968 2.16918225950024 0	-0.0955806574893149 -0.681166998896094 0	-0.481896419640249 -0.775427946005194 0	
0.80129609785463 2.16717348968106 0	-0.100910782811851 -0.680902713234114 0	-0.474833594876077 -0.774251725718282 0	
0.80077793495971 2.16522388071869 0	-0.106170419404438 -0.680669313402824 0	-0.467870426964156 -0.773081268785615 0	
0.800275041085972 2.16333285423914 0	-0.111358750610899 -0.680466557400657 0	-0.461007842550774 -0.771916443928669 0	
0.799787283355629 2.16149980871517 0	-0.116474968520067 -0.680294193273813 0	-0.454246751866555 -0.77075711494424 0	
0.799314521693793 2.15972411988754 0	-0.121518274088698 -0.680151959294931 0	-0.44758804865939 -0.769603140797117 0	
